,,,freq,level
,,,22786.45907,-66.9897
,,,22811.11974,-66.9897
,,,22835.78041,-66.9897
,,,22860.44108,-66.9897
,,,22885.10175,-66.9897
,,,22909.76242,-66.9897
,,,22934.42309,-66.9897
,,,22959.08376,-64.5897
,,,22983.74443,-66.9897
,,,23008.4051,-66.9897
,,,23033.06577,-64.5897
,,,23057.72644,-64.5897
,,,23082.38711,-66.9897
,,,23107.04778,-64.5897
,,,23131.70845,-61.3897
,,,23156.36912,-66.9897
,,,23181.02979,-66.9897
,,,23205.69046,-66.9897
,,,23230.35113,-64.5897
,,,23255.0118,-64.5897
,,,23279.67247,-66.9897
,,,23304.33314,-66.9897
,,,23328.99381,-66.9897
,,,23353.65448,-66.9897
,,,23378.31515,-66.9897
,,,23402.97582,-66.9897
,,,23427.63649,-66.9897
,,,23452.29716,-66.9897
,,,23476.95783,-64.5897
,,,23501.6185,-64.5897
,,,23526.27917,-66.9897
,,,23550.93984,-66.9897
,,,23575.60051,-64.5897
,,,23600.26118,-64.5897
,,,23624.92185,-64.5897
,,,23649.58252,-66.9897
,,,23674.24319,-66.9897
,,,23698.90386,-66.9897
,,,23723.56453,-64.5897
,,,23748.2252,-66.9897
,,,23772.88587,-66.9897
,,,23797.54654,-66.9897
,,,23822.20721,-66.9897
,,,23846.86788,-64.5897
,,,23871.52855,-66.9897
,,,23896.18922,-60.5897
,,,23920.84989,-64.5897
,,,23945.51056,-64.5897
,,,23970.17123,-66.9897
,,,23994.8319,-66.9897
,,,24019.49257,-66.9897
,,,24044.15324,-64.5897
,,,24068.81391,-66.9897
,,,24093.47458,-64.5897
,,,24118.13525,-66.9897
,,,24142.79592,-66.9897
,,,24167.45659,-66.9897
,,,24192.11726,-66.9897
,,,24216.77793,-66.9897
,,,24241.4386,-64.5897
,,,24266.09927,-66.9897
,,,24290.75994,-64.5897
,,,24315.42061,-66.9897
,,,24340.08128,-66.9897
,,,24364.74195,-66.9897
,,,24389.40262,-66.9897
,,,24414.06329,-66.9897
,,,24438.72396,-66.9897
,,,24463.38463,-66.9897
,,,24488.0453,-66.9897
,,,24512.70597,-66.9897
,,,24537.36664,-66.9897
,,,24562.02731,-66.9897
,,,24586.68798,-66.9897
,,,24611.34865,-64.5897
,,,24636.00932,-60.5897
,,,24660.66999,-66.9897
,,,24685.33066,-60.5897
,,,24709.99133,-66.9897
,,,24734.652,-66.9897
,,,24759.31267,-66.9897
,,,24783.97334,-66.9897
,,,24808.63401,-61.3897
,,,24833.29468,-57.3897
,,,24857.95535,-60.5897
,,,24882.61602,-66.9897
,,,24907.27669,-66.9897
,,,24931.93736,-66.9897
,,,24956.59803,-66.9897
,,,24981.2587,-66.9897
,,,25005.91937,-66.9897
,,,25030.58004,-60.5897
,,,25055.24071,-57.3897
,,,25079.90138,-60.5897
,,,25104.56205,-64.5897
,,,25129.22272,-64.5897
,,,25153.88339,-66.9897
,,,25178.54406,-66.9897
,,,25203.20473,-66.9897
,,,25227.8654,-66.9897
